group,variable ,value
rentals_long_gun,crime_other_weapons,0.083649877
rentals_long_gun,crime_hands_fists_feet_etc,0.110665988
private_sale_handgun,year,0.211981898
private_sale_handgun,permit,0.021304672
private_sale_handgun,permit_recheck,-0.001168232
private_sale_handgun,handgun,0.135309791
private_sale_handgun,long_gun,0.078447873
private_sale_handgun,other,0.267415187
private_sale_handgun,multiple,0.072828517
private_sale_handgun,admin,-0.001776972
private_sale_handgun,prepawn_handgun,0.096429436
private_sale_handgun,prepawn_long_gun,0.091401808
private_sale_handgun,prepawn_other,0.297284186
private_sale_handgun,redemption_handgun,0.113102885
private_sale_handgun,redemption_long_gun,0.038440073
private_sale_handgun,redemption_other,0.275296923
private_sale_handgun,returned_handgun,0.483189405
private_sale_handgun,returned_long_gun,0.562155257
private_sale_handgun,returned_other,0.243928866
private_sale_handgun,rentals_handgun,0.167015906
private_sale_handgun,rentals_long_gun,0.27783457
private_sale_handgun,private_sale_handgun,1
private_sale_handgun,private_sale_long_gun,0.99463932
private_sale_handgun,private_sale_other,0.876758736
private_sale_handgun,return_to_seller_handgun,0.599063242
private_sale_handgun,return_to_seller_long_gun,0.626265022
private_sale_handgun,return_to_seller_other,0.606183557
private_sale_handgun,totals,0.071957672
private_sale_handgun,crime_total_murders,0.040289618
private_sale_handgun,crime_total_firearms,0.027920294
private_sale_handgun,crime_handguns,0.018449622
private_sale_handgun,crime_rifles,-0.010821659
private_sale_handgun,crime_shotguns,-0.013961814
private_sale_handgun,crime_firearms_type_unknown,0.055138151
private_sale_handgun,crime_knives__cutting _instruments,0.076178707
private_sale_handgun,crime_other_weapons,0.057346262
private_sale_handgun,crime_hands_fists_feet_etc,0.054859475
private_sale_long_gun,year,0.220912729
private_sale_long_gun,permit,0.024927397
private_sale_long_gun,permit_recheck,-0.000453009
private_sale_long_gun,handgun,0.124410001
private_sale_long_gun,long_gun,0.075271744
private_sale_long_gun,other,0.264168101
private_sale_long_gun,multiple,0.066355622
private_sale_long_gun,admin,-0.002072226
private_sale_long_gun,prepawn_handgun,0.090828078
private_sale_long_gun,prepawn_long_gun,0.091177178
private_sale_long_gun,prepawn_other,0.315999053
private_sale_long_gun,redemption_handgun,0.110275162
private_sale_long_gun,redemption_long_gun,0.041377032
private_sale_long_gun,redemption_other,0.279612768
private_sale_long_gun,returned_handgun,0.473557768
private_sale_long_gun,returned_long_gun,0.571220218
private_sale_long_gun,returned_other,0.242825256
private_sale_long_gun,rentals_handgun,0.189304794
private_sale_long_gun,rentals_long_gun,0.293790771
private_sale_long_gun,private_sale_handgun,0.99463932
private_sale_long_gun,private_sale_long_gun,1
private_sale_long_gun,private_sale_other,0.878767295
private_sale_long_gun,return_to_seller_handgun,0.564962499
private_sale_long_gun,return_to_seller_long_gun,0.595157415
private_sale_long_gun,return_to_seller_other,0.608736094
private_sale_long_gun,totals,0.071689908
private_sale_long_gun,crime_total_murders,0.039955661
private_sale_long_gun,crime_total_firearms,0.028470652
private_sale_long_gun,crime_handguns,0.019288321
private_sale_long_gun,crime_rifles,-0.01019896
private_sale_long_gun,crime_shotguns,-0.012424723
private_sale_long_gun,crime_firearms_type_unknown,0.054544033
private_sale_long_gun,crime_knives__cutting _instruments,0.073329262
private_sale_long_gun,crime_other_weapons,0.053987939
private_sale_long_gun,crime_hands_fists_feet_etc,0.056122629
private_sale_other,year,0.258339053
private_sale_other,permit,0.019884966
private_sale_other,permit_recheck,0.018993866
private_sale_other,handgun,0.163484094
private_sale_other,long_gun,0.072682462
private_sale_other,other,0.30864256
private_sale_other,multiple,0.100059772
private_sale_other,admin,0.001802677
private_sale_other,prepawn_handgun,0.14364048
private_sale_other,prepawn_long_gun,0.149583015
private_sale_other,prepawn_other,0.374939794
private_sale_other,redemption_handgun,0.152213701
private_sale_other,redemption_long_gun,0.052024458
private_sale_other,redemption_other,0.363122592
private_sale_other,returned_handgun,0.530664479
private_sale_other,returned_long_gun,0.538432201
private_sale_other,returned_other,0.261933295
private_sale_other,rentals_handgun,0.12623432
private_sale_other,rentals_long_gun,0.193593587
private_sale_other,private_sale_handgun,0.876758736
private_sale_other,private_sale_long_gun,0.878767295
private_sale_other,private_sale_other,1
private_sale_other,return_to_seller_handgun,0.692123483
private_sale_other,return_to_seller_long_gun,0.666162303
private_sale_other,return_to_seller_other,0.546208576
private_sale_other,totals,0.085867992
private_sale_other,crime_total_murders,0.037059597
private_sale_other,crime_total_firearms,0.035043167
private_sale_other,crime_handguns,0.023586301
private_sale_other,crime_rifles,-0.005855706
private_sale_other,crime_shotguns,-0.016955507
private_sale_other,crime_firearms_type_unknown,0.066784748
private_sale_other,crime_knives__cutting _instruments,0.048632037
private_sale_other,crime_other_weapons,0.029813526
private_sale_other,crime_hands_fists_feet_etc,0.033178678
return_to_seller_handgun,year,0.195661203
return_to_seller_handgun,permit,0.020584595
return_to_seller_handgun,permit_recheck,-0.002078126
return_to_seller_handgun,handgun,0.218407259
return_to_seller_handgun,long_gun,0.084550477
return_to_seller_handgun,other,0.278410385
return_to_seller_handgun,multiple,0.131231469
return_to_seller_handgun,admin,-0.001757658
return_to_seller_handgun,prepawn_handgun,0.176490241
return_to_seller_handgun,prepawn_long_gun,0.097618077
return_to_seller_handgun,prepawn_other,0.208660422
return_to_seller_handgun,redemption_handgun,0.192129703
return_to_seller_handgun,redemption_long_gun,0.047535231
return_to_seller_handgun,redemption_other,0.24552252
return_to_seller_handgun,returned_handgun,0.589275117
return_to_seller_handgun,returned_long_gun,0.448249713
return_to_seller_handgun,returned_other,0.260528349
return_to_seller_handgun,rentals_handgun,0.115745405
return_to_seller_handgun,rentals_long_gun,0.187168884
return_to_seller_handgun,private_sale_handgun,0.599063242
return_to_seller_handgun,private_sale_long_gun,0.564962499
return_to_seller_handgun,private_sale_other,0.692123483
return_to_seller_handgun,return_to_seller_handgun,1
return_to_seller_handgun,return_to_seller_long_gun,0.978736214
return_to_seller_handgun,return_to_seller_other,0.391506853
return_to_seller_handgun,totals,0.09195555
return_to_seller_handgun,crime_total_murders,0.01189081
return_to_seller_handgun,crime_total_firearms,0.00747607
return_to_seller_handgun,crime_handguns,0.000483602
return_to_seller_handgun,crime_rifles,-0.015392024
return_to_seller_handgun,crime_shotguns,-0.022470548
return_to_seller_handgun,crime_firearms_type_unknown,0.031489659
return_to_seller_handgun,crime_knives__cutting _instruments,0.029590183
return_to_seller_handgun,crime_other_weapons,0.013549466
return_to_seller_handgun,crime_hands_fists_feet_etc,0.016365946
return_to_seller_long_gun,year,0.222751283
return_to_seller_long_gun,permit,0.02414262
return_to_seller_long_gun,permit_recheck,0.002114634
return_to_seller_long_gun,handgun,0.222923479
return_to_seller_long_gun,long_gun,0.096434028
return_to_seller_long_gun,other,0.281843654
return_to_seller_long_gun,multiple,0.135189165
return_to_seller_long_gun,admin,-0.001232624
return_to_seller_long_gun,prepawn_handgun,0.185168213
return_to_seller_long_gun,prepawn_long_gun,0.078001653
return_to_seller_long_gun,prepawn_other,0.209415982
return_to_seller_long_gun,redemption_handgun,0.213619655
return_to_seller_long_gun,redemption_long_gun,0.062697704
return_to_seller_long_gun,redemption_other,0.262094787
return_to_seller_long_gun,returned_handgun,0.578938613
return_to_seller_long_gun,returned_long_gun,0.463868155
return_to_seller_long_gun,returned_other,0.253207827
return_to_seller_long_gun,rentals_handgun,0.157796902
return_to_seller_long_gun,rentals_long_gun,0.234986121
return_to_seller_long_gun,private_sale_handgun,0.626265022
return_to_seller_long_gun,private_sale_long_gun,0.595157415
return_to_seller_long_gun,private_sale_other,0.666162303
return_to_seller_long_gun,return_to_seller_handgun,0.978736214
return_to_seller_long_gun,return_to_seller_long_gun,1
return_to_seller_long_gun,return_to_seller_other,0.439808057
return_to_seller_long_gun,totals,0.100310912
return_to_seller_long_gun,crime_total_murders,0.024813097
return_to_seller_long_gun,crime_total_firearms,0.018874886
return_to_seller_long_gun,crime_handguns,0.012508224
return_to_seller_long_gun,crime_rifles,-0.01155971
return_to_seller_long_gun,crime_shotguns,-0.015705183
return_to_seller_long_gun,crime_firearms_type_unknown,0.038730512
return_to_seller_long_gun,crime_knives__cutting _instruments,0.045388126
return_to_seller_long_gun,crime_other_weapons,0.029129757
return_to_seller_long_gun,crime_hands_fists_feet_etc,0.02971159
return_to_seller_other,year,0.331095224
return_to_seller_other,permit,0.085843051
return_to_seller_other,permit_recheck,0.007875898
return_to_seller_other,handgun,0.165390071
return_to_seller_other,long_gun,0.100236588
return_to_seller_other,other,0.246738844
return_to_seller_other,multiple,0.102950526
return_to_seller_other,admin,-0.011928171
return_to_seller_other,prepawn_handgun,0.177241061
return_to_seller_other,prepawn_long_gun,0.081437732
return_to_seller_other,prepawn_other,0.319307656
return_to_seller_other,redemption_handgun,0.228257804
return_to_seller_other,redemption_long_gun,0.107402819
return_to_seller_other,redemption_other,0.377116952
return_to_seller_other,returned_handgun,0.263354052
return_to_seller_other,returned_long_gun,0.301884562
return_to_seller_other,returned_other,0.112884937
return_to_seller_other,rentals_handgun,0.218913085
return_to_seller_other,rentals_long_gun,0.291623812
return_to_seller_other,private_sale_handgun,0.606183557
return_to_seller_other,private_sale_long_gun,0.608736094
return_to_seller_other,private_sale_other,0.546208576
return_to_seller_other,return_to_seller_handgun,0.391506853
return_to_seller_other,return_to_seller_long_gun,0.439808057
return_to_seller_other,return_to_seller_other,1
return_to_seller_other,totals,0.134085742
return_to_seller_other,crime_total_murders,0.112488265
return_to_seller_other,crime_total_firearms,0.116311017
return_to_seller_other,crime_handguns,0.08645745
return_to_seller_other,crime_rifles,0.063318488
return_to_seller_other,crime_shotguns,0.019397525
return_to_seller_other,crime_firearms_type_unknown,0.175932929
return_to_seller_other,crime_knives__cutting _instruments,0.098937487
return_to_seller_other,crime_other_weapons,0.09236092
return_to_seller_other,crime_hands_fists_feet_etc,0.086438729
totals,year,0.203687313
totals,permit,0.823510214
totals,permit_recheck,0.466634642
totals,handgun,0.547728224
totals,long_gun,0.4676142
totals,other,0.336766396
totals,multiple,0.26154742
totals,admin,0.082193888
totals,prepawn_handgun,0.269374989
totals,prepawn_long_gun,0.172374704
totals,prepawn_other,0.155390608
totals,redemption_handgun,0.403315293
totals,redemption_long_gun,0.355562349
totals,redemption_other,0.359390972
totals,returned_handgun,0.133754927
totals,returned_long_gun,0.116425595
totals,returned_other,0.033087237
totals,rentals_handgun,0.022270644
totals,rentals_long_gun,0.014765144
totals,private_sale_handgun,0.071957672
totals,private_sale_long_gun,0.071689908
totals,private_sale_other,0.085867992
totals,return_to_seller_handgun,0.09195555
totals,return_to_seller_long_gun,0.100310912
totals,return_to_seller_other,0.134085742
totals,totals,1
totals,crime_total_murders,0.441634223
totals,crime_total_firearms,0.459118829
totals,crime_handguns,0.443607157
totals,crime_rifles,0.354959801
totals,crime_shotguns,0.335123136
totals,crime_firearms_type_unknown,0.362866502
totals,crime_knives__cutting _instruments,0.364335669
totals,crime_other_weapons,0.361391639
totals,crime_hands_fists_feet_etc,0.368208489
crime_total_murders,year,-0.010534407
crime_total_murders,permit,0.159543195
crime_total_murders,permit_recheck,0.079324017
crime_total_murders,handgun,0.638434144
crime_total_murders,long_gun,0.688986798
crime_total_murders,other,0.404143892
crime_total_murders,multiple,0.362599829
crime_total_murders,admin,0.139529034
crime_total_murders,prepawn_handgun,0.285696433
crime_total_murders,prepawn_long_gun,0.190300866
crime_total_murders,prepawn_other,0.100006983
crime_total_murders,redemption_handgun,0.367386528
crime_total_murders,redemption_long_gun,0.306987321
crime_total_murders,redemption_other,0.384862348
crime_total_murders,returned_handgun,0.053312516
crime_total_murders,returned_long_gun,0.036155315
crime_total_murders,returned_other,-0.045046737
crime_total_murders,rentals_handgun,0.067918814
crime_total_murders,rentals_long_gun,0.072057632
crime_total_murders,private_sale_handgun,0.040289618
crime_total_murders,private_sale_long_gun,0.039955661
crime_total_murders,private_sale_other,0.037059597
crime_total_murders,return_to_seller_handgun,0.01189081
crime_total_murders,return_to_seller_long_gun,0.024813097
crime_total_murders,return_to_seller_other,0.112488265
crime_total_murders,totals,0.441634223
crime_total_murders,crime_total_murders,1
crime_total_murders,crime_total_firearms,0.99379795
crime_total_murders,crime_handguns,0.96024768
crime_total_murders,crime_rifles,0.829606956
crime_total_murders,crime_shotguns,0.858854619
crime_total_murders,crime_firearms_type_unknown,0.756716341
crime_total_murders,crime_knives__cutting _instruments,0.944372467
crime_total_murders,crime_other_weapons,0.92297197
crime_total_murders,crime_hands_fists_feet_etc,0.900130785
crime_total_firearms,year,0.01415948
crime_total_firearms,permit,0.169365449
crime_total_firearms,permit_recheck,0.103516636
crime_total_firearms,handgun,0.647733705
crime_total_firearms,long_gun,0.684400413
crime_total_firearms,other,0.404480947
crime_total_firearms,multiple,0.36739763
crime_total_firearms,admin,0.131173498
crime_total_firearms,prepawn_handgun,0.288361053
crime_total_firearms,prepawn_long_gun,0.184818716
crime_total_firearms,prepawn_other,0.111523848
crime_total_firearms,redemption_handgun,0.369494228
crime_total_firearms,redemption_long_gun,0.301699631
crime_total_firearms,redemption_other,0.394676501
crime_total_firearms,returned_handgun,0.065551022
crime_total_firearms,returned_long_gun,0.041357657
crime_total_firearms,returned_other,-0.040872967
crime_total_firearms,rentals_handgun,0.061358562
crime_total_firearms,rentals_long_gun,0.057818495
crime_total_firearms,private_sale_handgun,0.027920294
crime_total_firearms,private_sale_long_gun,0.028470652
crime_total_firearms,private_sale_other,0.035043167
crime_total_firearms,return_to_seller_handgun,0.00747607
crime_total_firearms,return_to_seller_long_gun,0.018874886
crime_total_firearms,return_to_seller_other,0.116311017
crime_total_firearms,totals,0.459118829
crime_total_firearms,crime_total_murders,0.99379795
crime_total_firearms,crime_total_firearms,1
crime_total_firearms,crime_handguns,0.970149582
crime_total_firearms,crime_rifles,0.83261448
crime_total_firearms,crime_shotguns,0.838399251
crime_total_firearms,crime_firearms_type_unknown,0.754893915
crime_total_firearms,crime_knives__cutting _instruments,0.910575916
crime_total_firearms,crime_other_weapons,0.887332796
crime_total_firearms,crime_hands_fists_feet_etc,0.869965008
crime_handguns,year,-0.027111057
crime_handguns,permit,0.169078654
crime_handguns,permit_recheck,0.128276537
crime_handguns,handgun,0.587244882
crime_handguns,long_gun,0.639117598
crime_handguns,other,0.324026198
crime_handguns,multiple,0.369906061
crime_handguns,admin,0.125383015
crime_handguns,prepawn_handgun,0.258498928
crime_handguns,prepawn_long_gun,0.172427356
crime_handguns,prepawn_other,0.065903285
crime_handguns,redemption_handgun,0.31738656
crime_handguns,redemption_long_gun,0.267587831
crime_handguns,redemption_other,0.309283034
crime_handguns,returned_handgun,0.051959361
crime_handguns,returned_long_gun,0.03837155
crime_handguns,returned_other,-0.05268066
crime_handguns,rentals_handgun,0.056886864
crime_handguns,rentals_long_gun,0.059435479
crime_handguns,private_sale_handgun,0.018449622
crime_handguns,private_sale_long_gun,0.019288321
crime_handguns,private_sale_other,0.023586301
crime_handguns,return_to_seller_handgun,0.000483602
crime_handguns,return_to_seller_long_gun,0.012508224
crime_handguns,return_to_seller_other,0.08645745
crime_handguns,totals,0.443607157
crime_handguns,crime_total_murders,0.96024768
crime_handguns,crime_total_firearms,0.970149582
crime_handguns,crime_handguns,1
crime_handguns,crime_rifles,0.777622156
crime_handguns,crime_shotguns,0.816506399
crime_handguns,crime_firearms_type_unknown,0.576619165
crime_handguns,crime_knives__cutting _instruments,0.882206032
crime_handguns,crime_other_weapons,0.833743309
crime_handguns,crime_hands_fists_feet_etc,0.837313572
crime_rifles,year,-0.058540693
crime_rifles,permit,0.129165114
crime_rifles,permit_recheck,0.021005964
crime_rifles,handgun,0.521130512
crime_rifles,long_gun,0.586161728
crime_rifles,other,0.309431709
crime_rifles,multiple,0.349204104
crime_rifles,admin,0.143410414
crime_rifles,prepawn_handgun,0.389006254
crime_rifles,prepawn_long_gun,0.279919362
crime_rifles,prepawn_other,0.109619438
crime_rifles,redemption_handgun,0.461805014
crime_rifles,redemption_long_gun,0.44617321
crime_rifles,redemption_other,0.382978628
crime_rifles,returned_handgun,0.036060706
crime_rifles,returned_long_gun,-0.001509911
crime_rifles,returned_other,-0.038109842
crime_rifles,rentals_handgun,0.063212246
crime_rifles,rentals_long_gun,0.042654093
crime_rifles,private_sale_handgun,-0.010821659
crime_rifles,private_sale_long_gun,-0.01019896
crime_rifles,private_sale_other,-0.005855706
crime_rifles,return_to_seller_handgun,-0.015392024
crime_rifles,return_to_seller_long_gun,-0.01155971
crime_rifles,return_to_seller_other,0.063318488
crime_rifles,totals,0.354959801
crime_rifles,crime_total_murders,0.829606956
crime_rifles,crime_total_firearms,0.83261448
crime_rifles,crime_handguns,0.777622156
crime_rifles,crime_rifles,1
crime_rifles,crime_shotguns,0.804730679
crime_rifles,crime_firearms_type_unknown,0.648543483
crime_rifles,crime_knives__cutting _instruments,0.741446379
crime_rifles,crime_other_weapons,0.748273238
crime_rifles,crime_hands_fists_feet_etc,0.781970511
crime_shotguns,year,-0.178659429
crime_shotguns,permit,0.130144046
crime_shotguns,permit_recheck,-0.022376976
crime_shotguns,handgun,0.479374497
crime_shotguns,long_gun,0.61667434
crime_shotguns,other,0.239949826
crime_shotguns,multiple,0.389554396
crime_shotguns,admin,0.153619276
crime_shotguns,prepawn_handgun,0.397720029
crime_shotguns,prepawn_long_gun,0.340668207
crime_shotguns,prepawn_other,0.027304215
crime_shotguns,redemption_handgun,0.441120873
crime_shotguns,redemption_long_gun,0.473741363
crime_shotguns,redemption_other,0.281357091
crime_shotguns,returned_handgun,-0.02227797
crime_shotguns,returned_long_gun,-0.036181722
crime_shotguns,returned_other,-0.061231879
crime_shotguns,rentals_handgun,0.057760592
crime_shotguns,rentals_long_gun,0.04366697
crime_shotguns,private_sale_handgun,-0.013961814
crime_shotguns,private_sale_long_gun,-0.012424723
crime_shotguns,private_sale_other,-0.016955507
crime_shotguns,return_to_seller_handgun,-0.022470548
crime_shotguns,return_to_seller_long_gun,-0.015705183
crime_shotguns,return_to_seller_other,0.019397525
crime_shotguns,totals,0.335123136
crime_shotguns,crime_total_murders,0.858854619
crime_shotguns,crime_total_firearms,0.838399251
crime_shotguns,crime_handguns,0.816506399
crime_shotguns,crime_rifles,0.804730679
crime_shotguns,crime_shotguns,1
crime_shotguns,crime_firearms_type_unknown,0.56506882
crime_shotguns,crime_knives__cutting _instruments,0.832965008
crime_shotguns,crime_other_weapons,0.808311591
crime_shotguns,crime_hands_fists_feet_etc,0.878961623
crime_firearms_type_unknown,year,0.160045093
crime_firearms_type_unknown,permit,0.118406667
crime_firearms_type_unknown,permit_recheck,0.02817552
crime_firearms_type_unknown,handgun,0.612832508
crime_firearms_type_unknown,long_gun,0.575500203
crime_firearms_type_unknown,other,0.509748861
crime_firearms_type_unknown,multiple,0.222319625
crime_firearms_type_unknown,admin,0.09260201
crime_firearms_type_unknown,prepawn_handgun,0.230256648
crime_firearms_type_unknown,prepawn_long_gun,0.112143918
crime_firearms_type_unknown,prepawn_other,0.206222339
crime_firearms_type_unknown,redemption_handgun,0.348169173
crime_firearms_type_unknown,redemption_long_gun,0.234402377
crime_firearms_type_unknown,redemption_other,0.49699248
crime_firearms_type_unknown,returned_handgun,0.095134918
crime_firearms_type_unknown,returned_long_gun,0.051717549
crime_firearms_type_unknown,returned_other,0.009090682
crime_firearms_type_unknown,rentals_handgun,0.050742686
crime_firearms_type_unknown,rentals_long_gun,0.036089666
crime_firearms_type_unknown,private_sale_handgun,0.055138151
crime_firearms_type_unknown,private_sale_long_gun,0.054544033
crime_firearms_type_unknown,private_sale_other,0.066784748
crime_firearms_type_unknown,return_to_seller_handgun,0.031489659
crime_firearms_type_unknown,return_to_seller_long_gun,0.038730512
crime_firearms_type_unknown,return_to_seller_other,0.175932929
crime_firearms_type_unknown,totals,0.362866502
crime_firearms_type_unknown,crime_total_murders,0.756716341
crime_firearms_type_unknown,crime_total_firearms,0.754893915
crime_firearms_type_unknown,crime_handguns,0.576619165
crime_firearms_type_unknown,crime_rifles,0.648543483
crime_firearms_type_unknown,crime_shotguns,0.56506882
crime_firearms_type_unknown,crime_firearms_type_unknown,1
crime_firearms_type_unknown,crime_knives__cutting _instruments,0.683040496
crime_firearms_type_unknown,crime_other_weapons,0.73271748
crime_firearms_type_unknown,crime_hands_fists_feet_etc,0.644436092
crime_knives__cutting _instruments,year,-0.057832385
crime_knives__cutting _instruments,permit,0.121715436
crime_knives__cutting _instruments,permit_recheck,0.036440849
crime_knives__cutting _instruments,handgun,0.558293334
crime_knives__cutting _instruments,long_gun,0.62016907
crime_knives__cutting _instruments,other,0.390539373
crime_knives__cutting _instruments,multiple,0.316443133
crime_knives__cutting _instruments,admin,0.147128807
crime_knives__cutting _instruments,prepawn_handgun,0.226860553
crime_knives__cutting _instruments,prepawn_long_gun,0.143309361
crime_knives__cutting _instruments,prepawn_other,0.05129194
crime_knives__cutting _instruments,redemption_handgun,0.301693945
crime_knives__cutting _instruments,redemption_long_gun,0.255430054
crime_knives__cutting _instruments,redemption_other,0.32084467
crime_knives__cutting _instruments,returned_handgun,0.010676112
crime_knives__cutting _instruments,returned_long_gun,0.017074435
crime_knives__cutting _instruments,returned_other,-0.054663322
crime_knives__cutting _instruments,rentals_handgun,0.076402751
crime_knives__cutting _instruments,rentals_long_gun,0.106501084
crime_knives__cutting _instruments,private_sale_handgun,0.076178707
crime_knives__cutting _instruments,private_sale_long_gun,0.073329262
crime_knives__cutting _instruments,private_sale_other,0.048632037
crime_knives__cutting _instruments,return_to_seller_handgun,0.029590183
crime_knives__cutting _instruments,return_to_seller_long_gun,0.045388126
crime_knives__cutting _instruments,return_to_seller_other,0.098937487
crime_knives__cutting _instruments,totals,0.364335669
crime_knives__cutting _instruments,crime_total_murders,0.944372467
crime_knives__cutting _instruments,crime_total_firearms,0.910575916
crime_knives__cutting _instruments,crime_handguns,0.882206032
crime_knives__cutting _instruments,crime_rifles,0.741446379
crime_knives__cutting _instruments,crime_shotguns,0.832965008
crime_knives__cutting _instruments,crime_firearms_type_unknown,0.683040496
crime_knives__cutting _instruments,crime_knives__cutting _instruments,1
crime_knives__cutting _instruments,crime_other_weapons,0.893188282
crime_knives__cutting _instruments,crime_hands_fists_feet_etc,0.899461686
crime_other_weapons,year,-0.066197585
crime_other_weapons,permit,0.122143112
crime_other_weapons,permit_recheck,0.008124988
crime_other_weapons,handgun,0.563799682
crime_other_weapons,long_gun,0.655678756
crime_other_weapons,other,0.346623143
crime_other_weapons,multiple,0.30093652
crime_other_weapons,admin,0.13742313
crime_other_weapons,prepawn_handgun,0.253114932
crime_other_weapons,prepawn_long_gun,0.203883822
crime_other_weapons,prepawn_other,0.072953036
crime_other_weapons,redemption_handgun,0.320697143
crime_other_weapons,redemption_long_gun,0.282498552
crime_other_weapons,redemption_other,0.31305883
crime_other_weapons,returned_handgun,0.041520916
crime_other_weapons,returned_long_gun,0.031652852
crime_other_weapons,returned_other,-0.046813319
crime_other_weapons,rentals_handgun,0.069743791
crime_other_weapons,rentals_long_gun,0.083649877
crime_other_weapons,private_sale_handgun,0.057346262
crime_other_weapons,private_sale_long_gun,0.053987939
crime_other_weapons,private_sale_other,0.029813526
crime_other_weapons,return_to_seller_handgun,0.013549466
crime_other_weapons,return_to_seller_long_gun,0.029129757
crime_other_weapons,return_to_seller_other,0.09236092
crime_other_weapons,totals,0.361391639
crime_other_weapons,crime_total_murders,0.92297197
crime_other_weapons,crime_total_firearms,0.887332796
crime_other_weapons,crime_handguns,0.833743309
crime_other_weapons,crime_rifles,0.748273238
crime_other_weapons,crime_shotguns,0.808311591
crime_other_weapons,crime_firearms_type_unknown,0.73271748
crime_other_weapons,crime_knives__cutting _instruments,0.893188282
crime_other_weapons,crime_other_weapons,1
crime_other_weapons,crime_hands_fists_feet_etc,0.833144904
crime_hands_fists_feet_etc,year,-0.083895444
crime_hands_fists_feet_etc,permit,0.130640543
crime_hands_fists_feet_etc,permit_recheck,-0.007235845
crime_hands_fists_feet_etc,handgun,0.568814172
crime_hands_fists_feet_etc,long_gun,0.653521564
crime_hands_fists_feet_etc,other,0.364591011
crime_hands_fists_feet_etc,multiple,0.37333819
crime_hands_fists_feet_etc,admin,0.165164414
crime_hands_fists_feet_etc,prepawn_handgun,0.326819989
crime_hands_fists_feet_etc,prepawn_long_gun,0.250897031
crime_hands_fists_feet_etc,prepawn_other,0.08143665
crime_hands_fists_feet_etc,redemption_handgun,0.423794643
crime_hands_fists_feet_etc,redemption_long_gun,0.403868972
crime_hands_fists_feet_etc,redemption_other,0.386112291
crime_hands_fists_feet_etc,returned_handgun,-0.00020558
crime_hands_fists_feet_etc,returned_long_gun,0.008063703
crime_hands_fists_feet_etc,returned_other,-0.04957726
crime_hands_fists_feet_etc,rentals_handgun,0.094411806
crime_hands_fists_feet_etc,rentals_long_gun,0.110665988
crime_hands_fists_feet_etc,private_sale_handgun,0.054859475
crime_hands_fists_feet_etc,private_sale_long_gun,0.056122629
crime_hands_fists_feet_etc,private_sale_other,0.033178678
crime_hands_fists_feet_etc,return_to_seller_handgun,0.016365946
crime_hands_fists_feet_etc,return_to_seller_long_gun,0.02971159
crime_hands_fists_feet_etc,return_to_seller_other,0.086438729
crime_hands_fists_feet_etc,totals,0.368208489
crime_hands_fists_feet_etc,crime_total_murders,0.900130785
crime_hands_fists_feet_etc,crime_total_firearms,0.869965008
crime_hands_fists_feet_etc,crime_handguns,0.837313572
crime_hands_fists_feet_etc,crime_rifles,0.781970511
crime_hands_fists_feet_etc,crime_shotguns,0.878961623
crime_hands_fists_feet_etc,crime_firearms_type_unknown,0.644436092
crime_hands_fists_feet_etc,crime_knives__cutting _instruments,0.899461686
crime_hands_fists_feet_etc,crime_other_weapons,0.833144904
crime_hands_fists_feet_etc,crime_hands_fists_feet_etc,1
