year,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals,crime_total_murders,crime_total_firearms,crime_handguns,crime_rifles,crime_shotguns,crime_firearms_type_unknown,crime_knives__cutting _instruments,crime_other_weapons,crime_hands_fists_feet_etc,Political
31-Dec-16,West Virginia,26806,0,92124,81105,3643,5283,73,77,131,3,13487,19330,22,85,11,12,0,0,75,61,8,7,7,0,242350,76,47,30,2,0,15,4,21,4,Red
31-Dec-10,Kansas,4008,0,57808,67562,1360,3278,7,29,39,0,4538,5517,10,0,0,0,0,0,0,0,0,0,0,0,144156,100,63,30,4,1,28,13,18,6,Red
31-Dec-16,Nebraska,58386,664,1717,26494,260,82,1,0,3,1,81,869,4,59,26,2,0,0,2,11,1,0,0,0,88663,41,30,30,0,0,0,9,2,0,Red
31-Dec-07,Kansas,0,0,40613,60477,0,2416,0,19,22,0,3260,4695,0,0,0,0,0,0,0,0,0,0,0,0,111502,104,63,29,5,3,26,12,23,6,Red
31-Dec-10,Nebraska,27728,0,897,28141,98,45,21,6,22,0,47,1278,0,0,0,0,0,0,0,0,0,0,0,0,58283,51,32,29,1,2,0,8,5,6,Red
31-Dec-17,Nebraska,45865,981,1669,24473,227,54,0,3,9,0,68,752,4,107,33,4,0,0,0,69,0,0,0,0,74318,43,31,27,2,2,0,4,5,3,Red
31-Dec-12,West Virginia,3025,0,78593,98749,1837,5176,9,38,96,2,11476,26571,8,0,0,0,0,0,0,0,0,0,0,0,225580,66,47,26,5,2,14,7,7,5,Red
31-Dec-15,Utah,149612,0,41687,49217,2151,2225,0,7,4,5,2878,4166,3,2017,735,107,0,0,0,0,0,0,0,0,254814,54,34,26,2,0,6,5,6,9,Red
31-Dec-19,Nebraska,43394,1132,1269,21167,296,40,0,0,4,1,55,546,3,246,48,1,0,0,0,34,0,0,0,0,68236,45,35,26,2,2,5,2,4,4,Red
31-Dec-17,West Virginia,25259,0,79813,76655,3364,4946,162,184,200,3,14026,17476,15,84,6,19,0,0,300,240,5,3,4,4,222768,79,45,25,4,4,12,8,23,3,Red
31-Dec-16,Iowa,161841,540,2790,35254,393,70,309,0,4,0,9,754,2,176,106,8,0,0,0,19,1,0,1,0,202277,71,43,25,2,1,15,12,10,6,Red
31-Dec-17,Iowa,107424,17124,2376,32328,478,53,24,0,6,1,13,677,4,282,79,4,0,0,12,93,3,0,0,0,160981,100,57,25,1,5,26,18,18,7,Red
31-Dec-14,Utah,172139,0,33765,47327,1308,1757,4,21,9,9,2987,4482,4,0,0,0,0,0,0,0,0,0,0,0,263812,61,36,25,4,2,5,6,9,10,Red
31-Dec-13,Utah,214194,0,45853,54492,1149,1655,0,17,3,3,2871,4365,2,0,0,0,0,0,0,0,0,0,0,0,324604,49,31,25,2,1,3,6,7,5,Red
31-Dec-06,West Virginia,17,0,33208,73218,0,2497,5,29,131,0,6807,22012,0,1,0,0,0,0,0,0,0,0,0,0,137925,71,40,24,4,1,11,9,18,4,Red
31-Dec-14,Nebraska,39333,0,1332,26356,184,52,0,2,9,0,58,1241,1,0,0,0,0,0,0,0,0,0,0,0,68568,51,32,24,3,4,1,7,8,4,Red
31-Dec-19,West Virginia,31064,753,71036,69734,4025,4727,29,104,96,4,11813,12416,23,106,10,17,0,0,135,90,4,5,5,0,206196,72,48,23,7,2,16,6,15,3,Red
31-Dec-11,West Virginia,1163,0,60210,82189,1086,4250,17,46,125,1,10488,25911,5,0,0,0,0,0,0,0,0,0,0,0,185491,74,43,23,10,3,7,11,13,7,Red
31-Dec-14,Kansas,22361,0,60729,71160,2953,3810,14,19,20,0,5694,5393,14,0,0,0,0,0,0,0,0,0,0,0,172167,89,56,22,4,4,26,13,12,8,Red
31-Dec-07,Utah,40685,0,29154,55928,0,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127051,58,38,22,0,0,16,5,10,5,Red
31-Dec-12,Utah,123852,0,42737,53980,898,2033,0,25,6,4,2709,4750,5,0,0,0,0,0,0,0,0,0,0,0,230999,49,29,22,2,1,4,10,6,4,Red
31-Dec-18,Nebraska,48582,719,1461,22404,307,64,0,1,4,2,76,617,5,95,31,3,0,0,0,106,0,0,0,0,74477,43,26,22,0,1,3,5,9,3,Red
31-Dec-09,Nebraska,29559,0,135,28315,39,70,18,1,12,0,19,1160,0,0,0,0,0,0,0,0,0,0,0,0,59328,40,23,22,1,0,0,8,4,5,Red
31-Dec-18,West Virginia,52481,0,75539,76310,4213,4892,84,155,174,1,12545,14418,21,131,10,17,0,0,368,284,28,2,4,1,241678,57,34,21,1,1,11,5,14,4,Red
31-Dec-19,Iowa,64525,85741,2098,28752,548,52,22,0,4,0,23,523,4,345,123,13,0,0,1,24,3,0,1,0,182802,58,36,21,0,0,15,8,8,6,Red
31-Dec-09,West Virginia,165,0,49248,72072,395,3749,0,52,147,0,7892,23111,0,0,0,0,0,0,0,0,0,0,0,0,156831,76,38,20,2,3,13,19,13,6,Red
31-Dec-15,West Virginia,31534,0,88627,85883,2941,5466,64,30,37,1,12581,21735,25,10,0,7,0,0,27,35,3,1,7,0,249014,57,30,19,1,1,9,6,17,4,Red
31-Dec-19,Utah,166385,558393,41881,43155,4015,0,0,31,49,9,3101,3565,5,1759,551,371,0,0,0,0,0,0,0,0,823270,66,41,18,1,6,16,8,13,4,Red
31-Dec-07,West Virginia,1,0,35393,66749,0,2535,4,33,110,0,6711,20860,0,0,0,0,0,0,0,0,0,0,0,0,132396,59,37,18,7,1,11,5,7,10,Red
31-Dec-15,Idaho,29029,0,39024,53450,1998,2207,2,17,34,4,3799,7243,9,68,30,4,0,0,11,11,0,0,6,0,136946,30,24,17,4,0,3,3,3,0,Red
31-Dec-19,Alaska,2579,118,31943,31090,3784,2476,0,7,4,2,2188,1686,13,362,294,0,0,0,193,168,11,4,0,1,76923,69,44,17,1,6,20,8,5,12,Red
31-Dec-18,Utah,190570,1522,42347,47000,4223,0,0,15,22,3,3279,4033,7,1948,556,333,0,0,0,0,0,0,0,0,295858,59,28,17,1,0,10,12,10,9,Red
31-Dec-13,West Virginia,5602,0,92387,105814,2519,5512,6,47,75,0,11978,25003,9,0,0,0,0,0,0,0,0,0,0,0,248952,54,30,17,3,3,7,2,20,2,Red
31-Dec-10,West Virginia,179,0,49351,72106,773,3582,9,44,189,0,8956,24350,11,0,0,0,0,0,0,0,0,0,0,0,159550,55,27,16,0,4,7,11,9,8,Red
31-Dec-10,Utah,481563,0,28442,41495,0,1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553134,52,22,16,0,1,5,7,12,11,Red
31-Dec-08,Utah,92047,0,34625,53199,0,1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181592,41,19,16,0,0,3,8,8,6,Red
31-Dec-11,Utah,939767,0,32105,46702,6,2134,0,0,0,0,24,51,0,0,0,0,0,0,0,0,0,0,0,0,1020789,51,26,15,4,1,6,5,9,11,Red
31-Dec-09,Utah,174201,0,34134,46020,0,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256136,37,25,15,0,5,5,8,2,2,Red
31-Dec-06,Alaska,0,0,16948,25236,0,1001,0,52,66,0,1610,2124,0,0,0,0,0,0,0,0,0,0,0,0,47037,35,22,15,5,1,1,8,2,3,Red
31-Dec-11,Idaho,16284,0,27967,47957,687,1652,1,40,70,0,3527,8423,8,0,0,0,0,0,0,0,0,0,0,0,106616,32,17,15,1,0,1,4,8,3,Red
31-Dec-18,Idaho,88100,76,45993,54746,4207,2660,1,56,85,3,4537,5875,16,481,128,7,0,0,120,194,9,9,17,0,207320,32,19,14,2,2,1,4,8,1,Red
31-Dec-08,West Virginia,0,0,43587,72132,0,3096,0,23,70,0,7074,21707,0,0,0,0,0,0,0,0,0,0,0,0,147689,55,33,14,2,10,7,5,13,4,Red
31-Dec-16,Idaho,38086,44,46523,55591,2804,2406,2,27,45,3,3880,6557,25,241,53,3,0,0,17,29,0,3,3,1,156343,47,17,13,1,0,3,5,21,4,Red
31-Dec-15,Montana,12831,0,35977,57550,1355,2592,163,20,57,48,5464,11513,10,41,39,16,0,0,11,12,0,3,3,0,127705,36,18,13,0,0,5,8,3,7,Red
31-Dec-08,Iowa,63746,0,355,42766,0,82,0,0,9,0,23,1349,0,0,0,0,0,0,0,0,0,0,0,0,108330,74,25,13,2,4,6,16,20,13,Red
31-Dec-12,Iowa,98634,0,1473,45722,283,62,0,0,10,0,30,1482,4,0,0,0,0,0,0,0,0,0,0,0,147700,44,25,13,3,1,8,1,12,6,Red
31-Dec-07,Alaska,0,0,18339,26540,0,1124,0,74,115,0,1463,1949,0,0,0,0,0,0,0,0,0,0,0,0,49604,43,21,13,4,3,1,5,5,12,Red
31-Dec-16,Alaska,3121,0,37491,36887,2889,2316,0,84,70,0,2234,2046,24,233,141,0,0,0,39,66,1,2,3,0,87647,52,43,12,4,1,26,3,6,0,Red
31-Dec-14,West Virginia,11412,0,76988,89577,2504,5367,79,27,54,0,12165,23651,20,2,1,0,0,0,0,0,0,0,0,0,221847,62,16,12,1,0,3,10,30,6,Red
31-Dec-15,Alaska,2682,0,37086,36372,2318,2240,0,94,84,0,2328,2170,27,117,80,4,0,0,10,9,0,0,0,0,85621,57,39,12,2,1,24,7,8,3,Red
31-Dec-19,New Hampshire,15050,7,58376,33578,2644,9,1273,0,194,0,0,141,0,758,75,53,0,0,0,14,0,1,0,0,112173,33,16,12,0,0,4,5,7,5,Red
31-Dec-14,Montana,11504,0,32607,55323,1065,2793,100,23,45,4,5779,12580,13,0,0,0,0,0,0,0,0,0,0,0,121836,27,17,12,0,2,3,5,3,2,Red
31-Dec-12,Idaho,27810,0,35429,57061,1107,2239,0,33,87,2,3917,8785,12,0,0,0,0,0,0,0,0,0,0,0,136482,26,17,12,1,2,2,3,4,2,Red
31-Dec-10,Idaho,13758,0,23081,42074,467,1418,0,18,58,0,3152,7998,7,0,0,0,0,0,0,0,0,0,0,0,92031,21,12,12,0,0,0,4,2,3,Red
31-Dec-19,Montana,14417,164,34421,46904,3073,2973,134,55,113,4,4764,8246,15,329,77,18,0,0,47,57,4,3,4,1,115823,27,16,11,1,1,3,4,4,3,Red
31-Dec-13,Nebraska,56897,0,1343,31787,218,45,0,1,13,0,55,1190,3,0,0,0,0,0,0,1,0,0,0,0,91553,57,39,11,2,0,26,8,7,3,Red
31-Dec-07,Idaho,16496,0,20366,46097,0,1299,1,30,73,0,2433,7102,0,0,0,0,0,0,0,0,0,0,0,0,93897,49,25,11,6,1,7,5,14,5,Red
31-Dec-17,Montana,17059,6,34444,51763,2171,2642,93,23,48,4,5266,9895,5,198,54,13,0,0,78,132,12,12,17,3,123938,41,17,10,2,1,4,12,5,7,Red
31-Dec-14,Iowa,88110,0,2130,35314,262,50,0,0,11,1,23,1118,3,0,0,0,0,0,0,0,0,0,0,0,127022,55,27,10,1,3,13,8,12,8,Red
31-Dec-14,Idaho,33730,0,31731,50879,1450,2033,0,18,31,3,4079,7784,4,0,0,0,0,0,0,0,0,0,0,0,131742,30,15,10,0,2,3,6,4,5,Red
31-Dec-13,Idaho,37423,0,37510,57025,1256,2086,0,30,61,1,3946,8140,15,0,0,0,0,0,0,1,0,0,0,0,147494,26,15,10,1,0,4,2,5,4,Red
31-Dec-18,Montana,14854,6,32778,48867,2750,2960,113,50,78,1,5141,9279,8,325,99,19,0,0,90,158,6,9,16,0,117607,34,17,9,3,0,5,2,12,3,Red
31-Dec-19,Idaho,85366,45,50565,54904,4839,3040,1,71,90,6,4345,5141,12,484,122,42,0,0,70,112,5,5,9,1,209275,35,16,9,0,0,7,3,13,3,Red
31-Dec-06,Utah,20556,0,24198,60665,0,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106653,46,21,9,1,2,9,6,9,10,Red
31-Dec-10,Iowa,82079,0,588,40400,138,46,1,0,26,1,20,1439,0,0,0,0,0,0,0,0,0,0,0,0,124738,38,21,9,1,4,7,4,9,4,Red
31-Dec-06,Idaho,15155,0,17810,46214,0,1281,0,27,68,0,2505,7958,0,0,0,0,0,0,0,0,0,0,0,0,91018,36,22,9,2,2,9,6,5,3,Red
31-Dec-09,Montana,8591,0,24931,49599,229,2349,0,18,39,0,3944,12276,0,0,0,0,0,0,0,0,0,0,0,0,101976,28,19,9,2,5,3,4,2,3,Red
31-Dec-08,Alaska,0,0,22983,33094,0,1808,0,57,99,0,1575,2113,0,0,0,0,0,0,0,0,0,0,0,0,61729,27,13,9,1,3,0,1,6,7,Red
31-Dec-08,Idaho,17469,0,23542,46609,0,3116,0,35,100,0,2479,7107,0,0,0,0,0,0,0,0,0,0,0,0,100457,23,14,9,2,3,0,0,3,6,Red
31-Dec-17,Idaho,65533,20,44939,55018,2803,2388,7,32,55,2,4306,6179,13,363,112,9,0,0,104,174,15,8,17,2,182099,28,13,8,4,1,0,6,3,6,Red
31-Dec-18,North Dakota,7793,0,18332,31083,1557,1000,88,21,30,5,840,1286,14,0,0,0,0,0,83,177,22,1,1,1,62334,16,9,8,0,0,1,1,1,5,Red
31-Dec-06,Iowa,53022,0,258,46642,0,23,4,0,8,0,46,1419,0,8,0,0,0,0,0,0,0,0,0,0,101430,54,23,8,1,5,9,13,11,7,Red
31-Dec-13,Iowa,114907,0,2132,41371,293,64,0,2,4,0,26,1261,2,0,0,0,0,0,0,0,0,0,0,0,160062,42,18,8,1,1,8,13,6,5,Red
31-Dec-12,Montana,12401,0,39239,59452,866,2942,204,23,71,1,5438,13811,7,0,0,0,0,0,0,0,0,0,0,0,134455,22,11,8,2,0,1,6,3,2,Red
31-Dec-19,Wyoming,5681,121,23090,24923,1977,1426,7,26,42,1,1642,2181,29,1,3,0,0,0,36,91,4,3,7,0,61291,13,9,7,0,0,2,3,0,1,Red
31-Dec-17,Alaska,2923,32,34556,32648,2827,2247,0,49,42,0,2440,2049,12,281,238,10,0,0,205,258,17,1,3,1,80839,62,37,7,3,3,24,13,8,4,Red
31-Dec-18,Alaska,2803,56,32193,32217,3424,2343,0,29,15,0,2459,1869,11,425,359,0,0,0,237,286,32,1,2,0,78761,47,31,7,3,0,21,8,3,5,Red
31-Dec-16,South Dakota,16279,0,36520,49522,3134,2184,8,12,10,1,1599,2598,7,0,0,0,0,0,15,30,0,0,2,0,111921,21,7,7,0,0,0,5,4,5,Red
31-Dec-11,Iowa,135236,0,995,41838,189,53,5,0,16,0,32,1578,2,0,0,0,0,0,0,0,0,0,0,0,179944,44,19,7,0,2,10,10,10,5,Red
31-Dec-07,Nebraska,21499,0,11,29388,0,5,2,0,10,0,17,1110,0,0,0,0,0,0,0,0,0,0,0,0,52042,22,9,7,0,0,2,2,6,5,Red
31-Dec-11,Wyoming,3992,0,18586,23558,362,1020,143,18,64,0,1360,3120,1,0,0,0,0,0,0,0,0,0,0,0,52224,15,11,7,0,0,4,0,1,3,Red
31-Dec-09,Wyoming,6943,0,15729,23371,113,979,200,16,41,0,1085,2918,0,0,0,0,0,0,0,0,0,0,0,0,51395,11,8,7,0,0,1,1,1,1,Red
31-Dec-16,Montana,20512,0,37547,56834,2142,2678,221,34,56,13,5321,10739,8,120,31,10,0,0,20,24,2,8,17,0,136337,34,17,6,4,3,4,9,5,3,Red
31-Dec-18,Wyoming,6007,109,21617,24978,1625,1358,63,29,42,2,1812,2255,21,3,0,0,0,0,87,116,10,8,8,0,60150,12,8,6,0,2,0,2,0,2,Red
31-Dec-17,South Dakota,13580,0,31493,44147,2925,1904,1,14,13,0,1626,2626,16,0,0,0,0,0,65,150,9,3,1,0,98573,21,8,6,0,0,2,7,2,4,Red
31-Dec-18,Iowa,98568,56524,1901,30444,522,49,21,0,7,1,18,603,1,286,96,8,0,0,8,95,7,0,0,0,189159,43,20,6,2,2,10,8,9,6,Red
31-Dec-14,Alaska,2714,0,35694,39625,2279,2278,0,67,92,0,2472,2390,12,0,0,0,0,0,0,0,0,0,0,0,87623,41,22,6,0,2,14,8,5,6,Red
31-Dec-10,Montana,7857,0,25083,48163,484,2127,0,14,54,0,4514,12795,4,0,0,0,0,0,0,0,0,0,0,0,101095,21,12,6,2,4,0,3,5,1,Red
31-Dec-18,New Hampshire,19580,0,59794,37642,1961,53,639,0,62,5,1,152,6,842,60,24,0,0,0,68,0,0,0,0,120889,21,12,6,0,0,6,3,4,2,Red
31-Dec-13,Wyoming,7001,0,26692,29774,903,1405,23,19,30,0,1865,2953,5,0,0,0,0,0,1,0,0,0,0,0,70671,15,9,6,3,0,0,2,4,0,Red
31-Dec-14,Wyoming,7046,0,21655,27169,879,1249,17,17,23,1,1916,3088,3,0,0,0,0,0,0,0,0,0,0,0,63063,13,8,6,0,1,1,1,2,2,Red
31-Dec-17,Wyoming,4450,206,20155,22878,1319,1172,74,17,35,2,1831,2394,15,0,0,0,0,0,62,93,3,1,4,0,54711,14,6,5,0,0,1,3,3,2,Red
31-Dec-18,South Dakota,12494,1,27838,41718,2462,1857,11,26,19,3,1701,2320,17,0,0,0,0,0,58,133,29,2,3,1,90693,13,8,5,0,0,3,4,1,0,Red
31-Dec-19,North Dakota,4406,82,19291,31358,1639,1176,129,14,17,0,768,1231,17,28,2,0,0,0,128,89,13,0,1,0,60389,26,13,5,2,1,5,5,4,4,Red
31-Dec-15,North Dakota,7315,0,20610,36980,907,1040,0,14,14,1,734,1757,3,0,0,0,0,0,10,43,0,0,1,0,69429,17,9,5,0,0,4,3,1,4,Red
31-Dec-13,Alaska,2569,0,36678,44001,2646,2449,0,64,94,0,2437,2459,8,0,0,0,0,0,0,0,0,0,0,0,93405,34,12,5,3,1,3,5,13,4,Red
31-Dec-11,Alaska,0,0,28291,34607,955,1678,0,74,83,0,2153,2354,3,0,0,0,0,0,0,0,0,0,0,0,70198,29,16,5,0,3,8,6,5,2,Red
31-Dec-15,South Dakota,8928,0,32317,50323,2215,1959,1,11,11,1,1594,2886,4,0,0,0,0,0,3,15,0,0,0,0,100268,27,12,5,1,5,1,8,2,5,Red
31-Dec-08,Montana,6854,0,22710,51084,0,2071,0,16,48,0,3585,11231,0,0,0,0,0,0,0,0,0,0,0,0,97599,23,11,5,3,1,2,4,4,4,Red
31-Dec-13,Montana,16704,0,39081,59936,1149,2921,90,19,78,2,5290,12549,11,0,0,0,0,0,0,0,0,0,0,0,137830,15,9,5,0,1,3,3,2,1,Red
31-Dec-07,Montana,5524,0,19125,49577,0,1679,0,17,57,0,3288,11088,0,0,0,0,0,0,0,0,0,0,0,0,90355,14,10,5,0,2,3,2,1,1,Red
31-Dec-16,North Dakota,13240,0,19975,34013,1284,972,0,10,25,0,723,1671,8,0,0,0,0,0,26,84,3,1,0,1,72036,14,8,5,2,0,1,3,1,2,Red
31-Dec-07,New Hampshire,20713,0,18784,25413,0,96,40,0,2,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,65110,11,7,5,0,0,2,2,2,0,Red
31-Dec-19,South Dakota,7529,23,29458,40012,2443,1965,0,16,30,3,1562,2164,9,0,0,0,0,0,59,108,37,4,4,0,85426,19,7,4,1,0,2,3,6,3,Red
31-Dec-16,New Hampshire,48347,0,68529,44681,2206,55,205,0,4,0,0,141,9,806,51,16,0,0,65,35,8,0,4,2,165164,16,8,4,1,1,2,2,0,6,Red
31-Dec-15,Wyoming,6674,0,22374,26264,1123,1279,9,19,34,1,1848,2684,0,0,1,0,0,0,8,16,0,2,3,0,62339,16,10,4,0,3,3,2,3,1,Red
31-Dec-15,New Hampshire,41217,0,55003,38243,1265,22,95,1,2,0,0,221,4,601,43,38,0,0,26,24,9,0,2,0,136816,14,8,4,0,0,4,6,0,0,Red
31-Dec-07,Iowa,54471,0,231,42732,0,35,0,3,11,0,30,1375,0,0,0,0,0,0,0,0,0,0,0,0,98888,36,12,4,2,1,5,11,8,5,Red
31-Dec-08,South Dakota,0,0,14712,43438,0,990,0,1,7,0,645,2696,0,0,0,0,0,0,0,0,0,0,0,0,62489,22,13,4,0,2,7,1,7,1,Red
31-Dec-06,Montana,5138,0,17263,48533,0,1751,1,6,49,0,3367,11662,0,0,0,0,0,0,0,0,0,0,0,0,87770,17,4,4,0,0,0,3,7,3,Red
31-Dec-12,New Hampshire,32899,0,50981,43602,457,19,73,0,1,0,1,145,0,0,0,0,0,0,0,0,0,0,0,0,128178,14,9,4,0,0,5,3,2,0,Red
31-Dec-17,New Hampshire,26602,0,62280,36962,1827,55,142,0,8,2,59,170,13,810,57,25,0,0,0,78,0,0,0,0,129090,14,7,4,0,1,2,5,1,1,Red
31-Dec-19,Alabama,348147,6973,160667,120258,8515,7868,0,267,194,16,22809,13693,101,2,1,0,0,0,298,213,43,6,11,2,690084,4,3,3,0,0,0,0,1,0,Red
31-Dec-09,Iowa,76640,0,441,41520,71,142,0,0,30,0,23,1366,0,0,0,0,0,0,0,0,0,0,0,0,120233,34,11,3,1,3,4,8,6,9,Red
31-Dec-10,Alaska,0,0,25720,33177,825,1519,0,85,122,1,2065,2393,2,0,0,0,0,0,0,0,0,0,0,0,65909,31,19,3,5,1,10,4,4,4,Red
31-Dec-09,Idaho,20319,0,23365,43713,184,1720,0,31,70,0,2689,7152,0,0,0,0,0,0,0,0,0,0,0,0,99243,22,5,3,0,0,2,3,9,5,Red
31-Dec-13,New Hampshire,43805,0,56470,46503,682,23,53,0,2,0,6,181,1,0,0,0,0,0,0,0,0,0,0,0,147726,21,5,3,0,0,2,6,5,5,Red
31-Dec-11,South Dakota,0,0,20186,43602,430,1291,0,8,21,0,1085,3029,2,0,0,0,0,0,0,0,0,0,0,0,69654,15,5,3,1,0,1,4,3,3,Red
31-Dec-10,South Dakota,0,0,16624,41403,284,1011,0,7,17,0,910,2893,2,0,0,0,0,0,0,0,0,0,0,0,63151,14,8,3,0,1,4,2,4,0,Red
31-Dec-14,New Hampshire,36823,0,47546,38906,952,21,153,3,3,0,1,260,9,0,0,0,0,0,0,0,0,0,0,0,124677,12,6,3,2,0,1,2,3,1,Red
31-Dec-07,North Dakota,3320,0,6471,30272,0,301,11,3,19,0,293,1621,0,0,0,0,0,0,0,0,0,0,0,0,42311,12,3,3,0,0,0,1,4,4,Red
31-Dec-11,North Dakota,5801,0,15144,36835,275,721,10,5,15,0,447,1778,1,0,0,0,0,0,0,0,0,0,0,0,61032,12,6,3,0,0,3,4,0,2,Red
31-Dec-10,North Dakota,4051,0,9932,30214,202,525,4,10,10,0,397,1736,2,0,0,0,0,0,0,0,0,0,0,0,47083,9,4,3,0,1,0,0,4,1,Red
31-Dec-18,Alabama,271958,263,84187,81930,3701,4794,0,141,135,3,14456,12030,54,0,0,0,0,0,311,285,27,6,6,7,474294,2,2,2,0,0,0,0,0,0,Red
31-Dec-17,North Dakota,11712,0,19693,30691,1269,921,51,12,15,2,824,1521,19,0,0,0,0,0,66,161,13,1,2,4,66977,9,5,2,1,0,2,1,2,1,Red
31-Dec-11,Montana,7801,0,29416,50377,503,2508,74,31,75,0,4859,13327,3,0,0,0,0,0,0,0,0,0,0,0,108974,18,7,2,3,1,1,4,5,2,Red
31-Dec-06,Nebraska,20314,0,11,29589,0,5,0,1,8,0,14,1277,0,2,0,0,0,0,0,0,0,0,0,0,51221,16,5,2,1,0,2,2,7,2,Red
31-Dec-07,Wyoming,3296,0,11317,23828,0,693,125,13,35,0,828,2635,0,0,0,0,0,0,0,0,0,0,0,0,42770,16,7,2,2,2,1,2,1,6,Red
31-Dec-07,South Dakota,0,0,10178,39901,0,707,0,3,21,0,703,2500,0,0,0,0,0,0,0,0,0,0,0,0,54013,15,4,2,1,1,0,3,6,2,Red
31-Dec-12,South Dakota,0,0,28948,52801,651,1837,0,8,11,1,1163,3023,4,0,0,0,0,0,0,0,0,0,0,0,88447,14,4,2,1,1,0,1,4,5,Red
31-Dec-12,Wyoming,3902,0,24029,28263,580,1400,18,11,36,0,1750,3367,0,0,0,0,0,0,0,0,0,0,0,0,63356,14,5,2,0,0,3,3,2,4,Red
31-Dec-10,New Hampshire,22799,0,28788,27960,160,75,47,0,2,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,79940,13,5,2,0,2,1,5,3,0,Red
31-Dec-06,New Hampshire,19021,0,16495,27288,0,145,0,0,1,0,0,51,0,158,0,0,0,0,0,0,0,0,0,0,63159,12,3,2,0,1,0,6,1,2,Red
31-Dec-08,Wyoming,4232,0,15302,25014,0,963,141,7,38,0,964,2594,0,0,0,0,0,0,0,0,0,0,0,0,49255,10,4,2,0,0,2,3,1,2,Red
31-Dec-06,Wyoming,2758,0,10469,24239,0,681,67,13,27,0,1012,3110,0,0,0,0,0,0,0,0,0,0,0,0,42376,9,5,2,2,1,0,3,0,1,Red
31-Dec-16,Wyoming,7938,45,22569,25815,1457,1295,36,11,41,1,1770,2563,9,0,2,0,0,0,9,21,2,1,8,1,63594,19,6,1,0,1,4,8,3,2,Red
31-Dec-15,Alabama,246203,0,243734,176075,9442,10781,0,162,169,11,27932,22808,86,0,0,0,0,0,38,48,6,9,5,0,737509,3,3,1,0,1,1,0,0,0,Red
31-Dec-12,Alaska,89,0,35851,40505,1646,2337,16,55,111,0,2294,2436,2,0,0,0,0,0,0,0,0,0,0,0,85342,29,11,1,0,0,10,9,7,2,Red
31-Dec-09,Alaska,0,0,23339,31112,466,1930,0,97,68,0,1718,2050,0,0,0,0,0,0,0,0,0,0,0,0,60780,22,13,1,0,0,12,4,3,2,Red
31-Dec-08,Nebraska,25172,0,102,30070,0,33,3,0,3,0,14,1192,0,0,0,0,0,0,0,0,0,0,0,0,56589,22,9,1,1,2,5,4,8,1,Red
31-Dec-11,New Hampshire,25986,0,33604,30808,224,110,142,0,1,1,0,106,2,0,0,0,0,0,0,0,0,0,0,0,90984,16,6,1,2,1,2,4,6,0,Red
31-Dec-12,North Dakota,13163,0,22938,44526,490,1088,0,2,9,0,617,2033,1,0,0,0,0,0,0,0,0,0,0,0,84867,16,4,1,0,1,2,2,8,2,Red
31-Dec-14,North Dakota,8264,0,18892,38922,711,1095,0,16,16,2,751,1879,0,0,0,0,0,0,0,0,0,0,0,0,70548,14,6,1,1,0,4,3,3,2,Red
31-Dec-08,New Hampshire,17087,0,23478,26434,0,144,58,0,1,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,67293,12,2,1,1,0,0,3,7,0,Red
31-Dec-09,New Hampshire,18663,0,27945,29280,0,82,35,0,3,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,76102,10,4,1,0,0,3,3,2,1,Red
31-Dec-09,North Dakota,6492,0,9779,29090,68,634,3,5,11,0,339,1541,0,0,0,0,0,0,0,0,0,0,0,0,47962,9,3,1,1,1,0,0,3,3,Red
31-Dec-06,North Dakota,3004,0,5877,28340,0,280,0,4,16,0,247,1668,0,0,0,0,0,0,0,0,0,0,0,0,39436,8,1,1,0,0,0,4,3,0,Red
31-Dec-12,Alabama,6135,0,177239,184072,4348,9227,1,106,150,1,24168,25863,46,0,0,0,0,0,0,0,0,0,0,0,431356,2,1,1,0,0,0,0,1,0,Red
